,Partido,Localidad,,,CABLEMODEM,DIALUP,,,WIRELESS,TELEFONIAFIJA,,,link,Latitud,
,Santa María,Despeñaderos,5758,,--,--,SI,,SI,SI,,SI,14147080,"-31,8170515932731",
,Santa María,Dique Chico,,,--,--,,,--,--,--,,14147090,"-31,751852051978","-64,3627643049016"
CORDOBA,Santa María,El Potrerillo,,--,--,--,,--,--,--,SI,SI,,,"-64,481617153406"
,Santa María,Falda del Cañete,,,--,--,,,--,,SI,SI,14147100,,"-64,4559553621678"
CORDOBA,Santa María,,170,--,--,,--,--,--,SI,,,14147110,"-31,5854632680747",
CORDOBA,,José de la Quintana,419,--,,--,--,--,,--,,SI,14147115,"-31,8034930461757",
,Santa María,La Boca del Río,,,--,--,,,--,,--,--,,,"-64,4336411746815"
CORDOBA,Santa María,La Carbonada,,--,--,--,,--,--,--,--,SI,,"-31,5285694623422","-64,0712556356294"
CORDOBA,,,0,--,,,--,--,,SI,,,14147280,"-31,898333",
CORDOBA,,La Donosa,0,--,,--,--,--,,--,--,,14147280,"-31,6430306930417","-64,3453826897825"
,COMUNA 15,VILLA ORTUZAR,,,SI,SI,,,SI,,SI,SI,,,"-58,4676516664339"
,Ambato,Chuchucaruana,73,,--,--,--,,--,--,--,--,,"-27,9072844349135","-65,8265242094263"
,Ambato,Colpes,75,,--,--,--,,--,--,--,,10007020,"-28,056472497625","-65,8260844153652"
CATAMARCA,Ambato,El Bolsón,,--,--,--,,SI,--,--,,,10007030,"-27,9038743420396",
CATAMARCA,,,1007,--,,--,--,SI,,SI,--,SI,,"-28,2141516424861","-65,8738600634115"
CATAMARCA,Ambato,,152,--,--,,--,--,--,,--,--,10007050,,"-65,8147464336478"
CATAMARCA,Ambato,La Puerta,,--,--,--,,SI,--,SI,,SI,10007060,"-28,1764379052117",
,Ambato,Las Chacritas,,,--,--,,,--,--,,,10007070,"-27,6464168267027",
,Ambato,Las Juntas,304,,--,--,--,,--,,--,SI,10007080,,"-65,8996513641899"
CATAMARCA,Ambato,Los Castillos,,--,--,--,,--,--,--,--,--,,"-27,9582295650792","-65,820685723313"
CATAMARCA,,Los Talas,170,--,,--,--,--,,--,,,10007100,"-27,94999754917",
CORRIENTES,,,12864,SI,--,,--,SI,--,SI,SI,,18126010,"-28,2553374256059","-58,6238010038908"
CORRIENTES,Saladas,,2569,--,--,,SI,SI,SI,SI,SI,SI,,"-28,1314603295453","-58,7668321022746"
CORRIENTES,,,296,--,,,--,--,,,--,--,,,"-58,624327887603"
CORRIENTES,San Cosme,Paso de la Patria,,--,--,--,,SI,SI,SI,SI,,18133020,"-27,3150060127599","-58,5720142980631"
,San Cosme,San Cosme,,,--,--,,,SI,SI,,,18133030,"-27,3711801624716",
CORRIENTES,,Santa Ana,1906,--,,,--,--,,,SI,SI,18133040,,"-58,6530388459631"
CORRIENTES,San Luis del Palmar,,12287,--,--,,--,SI,--,,SI,SI,,,"-58,5554744159758"
,San Martín,Colonia Carlos Pellegrini,,--,--,--,,--,--,SI,,SI,18147010,"-28,5373400329858",
,San Martín,Guaviraví,699,,--,--,--,,--,--,,,18147020,"-29,3669865639555",
CORRIENTES,San Martín,,7133,SI,--,,--,SI,--,,SI,SI,18147030,,"-56,6450161726372"
CORRIENTES,,Yapeyú,1736,--,,--,--,--,,SI,SI,SI,,,"-56,8158358918793"
CORRIENTES,,,1938,--,,,--,SI,,SI,--,,18154010,"-27,7684514067067","-57,274839083927"
CORRIENTES,San Miguel,,4792,--,--,,--,SI,SI,SI,,SI,18154020,"-27,9947735055436",
,Santa María,Toledo,,,--,--,,,SI,,SI,SI,,,"-64,0080543306962"
CORDOBA,Santa María,Valle Alegre,,--,--,--,,--,--,,--,--,14147290,,"-64,4403684727464"
CORDOBA,Santa María,,487,--,--,,--,--,SI,--,,--,14147300,"-31,7314776926852",
CORDOBA,,Villa Ciudad de América (Loteo Diego de Rojas),679,--,,--,--,--,,SI,SI,,14147310,"-31,7932195162073","-64,5139255175446"
CORDOBA,Santa María,,1476,--,--,,--,--,,,--,--,,,"-64,3924925248834"
CORDOBA,,Villa La Bolsa,995,--,,--,--,--,,,SI,SI,14147330,,"-64,4324174982752"
CORDOBA,Santa María,Villa Los Aromos,,,--,--,,--,SI,SI,--,,14147340,"-31,7359598057037","-64,4389279396961"
,Santa María,Villa Parque Santa Ana,2491,,--,--,--,,--,SI,,SI,14147350,"-31,5893075812486",
,Santa María,Villa San Isidro - José de la Quintana,,,--,--,,,SI,,--,--,14147360,,"-64,3935275639835"
CORDOBA,Santa María,Villa Sierras de Oro,,--,--,--,,--,--,,SI,SI,,,"-64,4217153267522"
CORDOBA,,,1242,--,,,--,--,,--,,SI,14147380,"-31,4470577243833",
CORDOBA,Sobremonte,,282,--,--,,SI,--,--,--,,,14154010,"-30,0682250779624",
CORDOBA,Sobremonte,Cerro Colorado,,--,--,--,,--,--,--,--,--,,"-30,096944","-63,931111"
,Sobremonte,Chuña Huasi,,,--,--,--,,--,,--,--,,,"-64,1299817960277"
CORDOBA,,Pozo Nuevo,130,--,,--,--,--,,--,--,,14154040,"-29,5775456904692","-64,1070996245776"
CORDOBA,Sobremonte,,2256,--,,,SI,SI,--,SI,,,14154050,"-29,7882609409722",
,Tercero Arriba,Almafuerte,11422,,SI,--,SI,,SI,SI,SI,SI,,"-32,1934604986786","-64,2543871859511"
CORDOBA,Tercero Arriba,Colonia Almada,,--,--,--,,,SI,,--,SI,,,"-63,8628846933814"
CORDOBA,Tercero Arriba,Corralito,,--,--,--,,SI,SI,--,,,14161030,"-32,0252572445237",
,Tercero Arriba,Dalmacio Vélez,,,--,--,,,--,SI,SI,,14161040,"-32,6108732524704","-63,5798837158318"
CORDOBA,Tercero Arriba,,313,SI,--,,--,--,SI,,SI,SI,14161050,,"-63,8704257430147"
CORDOBA,,,10109,SI,,,SI,--,,SI,SI,SI,,"-32,4276148348373","-63,7330119093142"
,Tercero Arriba,James Craik,5110,,SI,--,SI,,SI,SI,,,14161070,"-32,1613056379775",
CORDOBA,Tercero Arriba,Las Isletillas,,--,--,--,,--,SI,SI,,SI,14161080,"-32,5100979867632",
,Tercero Arriba,Las Perdices,,,--,--,,,SI,SI,SI,SI,,"-32,6981884459632","-63,7083103176214"
,Tercero Arriba,Los Zorros,508,,--,--,--,,--,,SI,SI,14161100,,"-63,2017981667251"
CORDOBA,,,7544,SI,,,--,--,,SI,SI,,14091110,"-30,9792461523826","-64,4909087135044"
CORDOBA,,La Falda,16335,SI,,--,SI,--,,SI,,,14091120,"-31,0919649906581",
CORDOBA,,,103,--,,,--,--,,,--,--,,,"-64,5345928843013"
CORDOBA,Punilla,,1242,SI,--,,--,--,SI,SI,SI,SI,,"-30,9269774865861","-64,5026123921004"
,Punilla,Mallín,6,,--,--,--,,--,--,,,14091150,"-31,2976747453985",
CORDOBA,Punilla,Mayu Sumaj,,--,SI,--,,--,SI,SI,--,,14091160,"-31,4668646402709","-64,5427634762868"
CORDOBA,Punilla,,126,--,--,,--,--,--,,--,--,,,"-64,5210978856737"
CORDOBA,,,3653,--,,,SI,--,,,SI,SI,14091180,,"-64,5289350434399"
,Punilla,San Esteban,852,,--,--,--,,SI,SI,,,14091190,"-30,9199784063317",
,Punilla,San Roque,,,--,--,,,SI,--,,SI,14091200,"-31,3496904364626",
CORDOBA,,San Roque Del Lago,0,--,,--,--,--,,,--,--,,,"-64,4544689502096"
CORDOBA,,,9526,SI,,,SI,--,,,SI,SI,14091210,,"-64,4653357678432"
CORDOBA,Punilla,,131,--,--,,--,--,SI,--,,SI,14091220,"-31,472446933222",
CORDOBA,,Tanti,6554,--,,--,--,--,,--,SI,,14091230,"-31,3549072437345","-64,5909558305817"
CORDOBA,Río Cuarto,Las Albahacas,,SI,--,--,,--,--,,--,SI,14098160,,"-64,8435915248656"
,Río Cuarto,Las Higueras,6038,,SI,--,,,--,,SI,SI,,,"-64,2868227686533"
CORDOBA,,,145,SI,,,--,--,,SI,SI,,14098180,"-32,5348511864127","-64,1052291964295"
CORDOBA,Río Cuarto,,766,SI,--,,SI,--,--,SI,,SI,14098190,"-33,2839463852241",
CORDOBA,,Malena,368,SI,,--,--,--,,,--,SI,14098200,,"-64,4320008051115"
CORDOBA,Río Cuarto,,675,--,--,,--,--,--,SI,--,SI,,"-33,636887956776","-63,8900068799972"
,Río Cuarto,Paso del Durazno,,,--,--,--,,--,--,,SI,14098220,"-33,170068435327",
CORDOBA,Río Cuarto,Río Cuarto,,SI,SI,SI,,SI,SI,SI,,,14098230,"-33,1242631220064",
,Río Cuarto,Sampacho,,,--,--,,,SI,,SI,SI,,,"-64,7219849539761"
,Río Cuarto,San Basilio,3160,,--,--,SI,,--,,SI,SI,14098250,,"-64,3151828240087"
CORDOBA,,,3860,SI,,,--,--,,SI,,,14098260,"-33,2059384521037","-64,4348164483493"
CORDOBA,,Oliva,11672,SI,,--,SI,--,,SI,,SI,14161110,"-32,0413174021447",
,Tercero Arriba,Pampayasta Norte,79,,--,--,--,,SI,,--,--,,,"-63,6421868735368"
CORDOBA,Tercero Arriba,Pampayasta Sur,,,--,--,,SI,--,--,SI,SI,,"-32,2507581145055","-63,6510140335346"
CORDOBA,Tercero Arriba,,175,--,--,,--,--,SI,--,,,14161140,"-32,5754281748334",
CORDOBA,,,46421,SI,,--,SI,SI,,SI,SI,,14161150,"-32,173100971278","-64,1130560562283"
CORDOBA,Tercero Arriba,Tancacha,,SI,--,--,,SI,SI,,SI,SI,,,"-63,9799466045503"
,Tercero Arriba,Villa Ascasubi,2260,,--,--,--,,SI,SI,SI,SI,,"-32,1643583032298","-63,892558867184"
,Totoral,Candelaria Sur,115,,--,--,--,,--,--,--,,14168010,"-30,8392305968427","-63,8008465946487"
,Totoral,Cañada de Luque,,,--,--,,,--,SI,,SI,14168020,"-30,7370875150032",
CORDOBA,,Capilla de Sitón,550,--,,--,--,--,,SI,--,SI,,"-30,5729640848008","-63,6517416910945"
CORDOBA,,,874,--,,,--,--,,,--,--,,,"-64,2765349210302"
CORDOBA,Totoral,La Paz,,--,--,--,,,--,--,,--,14168030,"-30,9548424648838",
,Totoral,Las Peñas,1590,,--,--,--,,SI,SI,SI,,14168060,"-30,5617525961006","-64,0019842072006"
,Totoral,Los Mistoles,175,,--,--,--,,--,,--,--,,,"-63,886727301445"
CORDOBA,Totoral,Santa Catalina,,--,--,--,,--,--,--,--,--,,"-30,8652763366699","-64,2320175170898"
CORDOBA,,,60,SI,,,--,--,,SI,,,14147150,"-31,7194206060414",
CORDOBA,Santa María,,895,--,--,,--,--,--,--,SI,,14147160,"-31,4425579240341","-64,3484859265831"
CORDOBA,,,129,--,,,--,--,,--,--,--,,"-31,7574675409558","-64,448690277725"
CORDOBA,,La Serranita,430,--,,--,--,--,,,SI,SI,,,"-64,4564154524522"
,Santa María,Los Cedros - Las Quintas,,,--,--,,,--,SI,SI,,14147190,"-31,5262509877113","-64,2847584167114"
,Santa María,Lozada,1013,,--,--,--,,SI,SI,,SI,14147200,"-31,6484545317081",
CORDOBA,,Malagueño,7136,SI,,--,SI,--,,,SI,SI,14147210,,"-64,3584261973277"
CORDOBA,,,0,--,,,--,--,--,,--,--,,,"-64,3341910295503"
CORDOBA,Santa María,Milenica,,--,--,--,,--,--,--,,SI,14147217,"-31,4572735024583",
,Santa María,Monte Ralo,,,--,--,--,,SI,--,,,14147220,"-31,9115749813288",
CORDOBA,Santa María,,1017,--,--,,SI,--,SI,,SI,SI,14147230,,"-64,5424068778316"
CORDOBA,,Rafael García,555,--,,--,--,--,,SI,--,SI,,"-31,6465373949134","-64,2584787728338"
CORDOBA,,San Clemente,134,--,,--,--,--,,SI,SI,,14147250,"-31,7166546515515",
CORDOBA,,,1171,SI,,,--,--,,SI,,SI,14147260,"-31,435151387072",
,Santa María,Socavones,263,,--,--,--,,--,,--,--,,,"-64,1430740356445"
,Santa María,Tejas Tres,,,--,--,,,--,,--,--,14147220,,"-64,3670949660514"
CORDOBA,Santa María,,0,--,--,,--,--,,--,,,14147220,"-31,4723029527477",
ENTRE RIOS,,La Clarita,436,--,,--,--,--,,SI,--,,30008060,"-31,9771375050248","-58,3917628888627"
ENTRE RIOS,,,205,--,,,--,--,,,--,--,30008070,,"-58,4934832589352"
ENTRE RIOS,Colón,,670,--,--,,--,--,SI,,SI,SI,,,"-58,1976616890773"
,Colón,San José,,,--,--,,,SI,SI,,SI,30008090,"-32,2021613289668",
ENTRE RIOS,Colón,Ubajay,,SI,--,--,,--,SI,SI,SI,,30008100,"-31,7925728023428",
,Colón,Villa Elisa,,SI,SI,--,,--,SI,SI,SI,SI,,"-32,1606202225925","-58,4037483450693"
,Concordia,Benito Legeren,0,,--,--,--,,--,,SI,SI,30015130,,"-58,0768061386463"
ENTRE RIOS,Concordia,,879,--,--,,--,--,SI,--,,,30015010,"-31,507626297952",
ENTRE RIOS,,Clodomiro Ledesma,124,--,,--,--,--,,--,,SI,30015020,"-31,5794028169306",
,Concordia,Colonia Ayuí,1724,,--,--,--,,SI,,SI,SI,30015030,,"-58,0338899223591"
,Concordia,Colonia General Roca,,,--,--,,,--,--,--,--,,"-31,3244065210985","-58,1214096714805"
ENTRE RIOS,Concordia,,0,--,--,,--,--,--,--,,--,30015087,"-31,4408896802806",
ENTRE RIOS,,,149450,SI,,,SI,SI,,SI,SI,,30015060,"-31,3687044068789","-58,0450288431718"
ENTRE RIOS,Concordia,El Redomón,,--,--,--,,--,--,,--,--,,,"-58,290063733468"
,Concordia,Estación Yeruá,,,--,--,,,SI,SI,--,SI,,"-31,469433434517","-58,2636681024626"
,Concordia,Estación Yuquerí,190,,--,--,--,,SI,--,--,,30015083,"-31,3963812386954","-58,1611535438718"
ENTRE RIOS,Concordia,Estancia Grande,,--,--,--,,--,SI,--,,,30015087,"-31,4400282680775",
ENTRE RIOS,,La Criolla,1543,--,,--,--,SI,,SI,SI,SI,,"-31,2693712880357","-58,1060425422369"
ENTRE RIOS,,,0,--,--,,--,--,--,,SI,SI,,,"-58,0740082494429"
,Concordia,Los Charrúas,,,--,--,,,SI,SI,,SI,30015100,"-31,1707840748941",
,Concordia,Nueva Escocia,453,,--,--,--,,SI,--,,,30015110,"-31,6473163855612",
ENTRE RIOS,Concordia,Osvaldo Magnasco,,--,--,--,,--,SI,SI,--,SI,,"-31,3131","-58,.06"
,Concordia,Pedernal,,,--,--,,,SI,,--,SI,,,"-58,2307912741944"
ENTRE RIOS,Concordia,,1274,--,--,,--,--,SI,SI,--,,30015140,"-31,530833509471","-58,0128947749058"
ENTRE RIOS,,,0,--,,,--,--,,--,,,30015130,"-31,4037426459166",
ENTRE RIOS,,VILLA ZORRAQUIN,0,--,,--,--,--,,,SI,SI,,,"-58,0174848453444"
ENTRE RIOS,Diamante,,895,--,,,--,--,SI,SI,SI,SI,,"-31,8922864518526","-60,591797746941"
,Diamante,Aldea Grapschental,25,,--,--,--,,--,--,,--,30021015,"-31,9563723140333",
ENTRE RIOS,Diamante,Aldea Protestante,,SI,--,--,,,SI,SI,--,,30021020,"-32,0308328904873","-60,5643359117847"
ENTRE RIOS,,,102,--,,,--,--,,,--,--,,,"-60,5483852721123"
ENTRE RIOS,,Aldea San Francisco,42,--,,--,--,--,,,--,--,30021040,,"-60,635713481626"
,Diamante,Aldea Spatzenkutter,,,--,--,,,SI,SI,,,30021050,"-31,9485292712546",
CORRIENTES,San Roque,9 de Julio (Est. Pueblo 9 de Julio),,--,--,--,,--,--,SI,,SI,18161030,"-28,8418348631681",
CORRIENTES,,,2506,--,,,--,SI,,SI,--,--,,"-28,9549218176889","-58,5716489831846"
CORRIENTES,San Roque,,440,--,--,,--,--,--,,--,SI,18161020,,"-58,4869345494056"
CORRIENTES,San Roque,,1585,--,--,,--,SI,,SI,,SI,18161040,"-28,7505433489253",
CORRIENTES,,San Roque,7323,--,,--,--,SI,,SI,,,18161050,"-28,5732308799035",
CORRIENTES,Santo Tomé,Garruchos,,,--,--,,SI,--,,--,SI,18168020,,"-55,6513324031087"
,Santo Tomé,Gobernador Igr. Valentín Virasoro,30666,,--,--,SI,,--,,SI,SI,,,"-56,0190197167242"
CORRIENTES,,José Rafael Gómez,861,--,,--,--,--,,--,--,,18168010,"-28,2260143622167","-55,7844092003668"
CORRIENTES,,,23299,SI,,,--,SI,,SI,,,18168040,"-28,5511588178368",
CORRIENTES,Sauce,,7014,--,SI,,--,SI,--,,SI,SI,,,"-58,7879617250662"
ENTRE RIOS,,Arroyo Barú,489,--,,--,SI,--,,,--,SI,30008010,,"-58,445702857466"
ENTRE RIOS,Colón,Colón,,SI,SI,--,,SI,SI,SI,,,30008020,"-32,2232180852093",
,Colón,Colonia Hugues,,,--,--,,,SI,--,,--,30008030,"-32,2963657704418",
,Colón,El Brillante,0,,--,--,--,,SI,,--,--,30008100,,"-58,2122328834059"
,Paraná,San Benito,,,SI,--,,,SI,SI,SI,SI,,"-31,7815218098022","-60,4419739913356"
ENTRE RIOS,,Sauce Montrull,746,--,,--,--,--,,--,,--,30084210,"-31,7463194997657",
ENTRE RIOS,,,107,--,,,--,--,,SI,,,30084220,"-31,8442990730164",
,Paraná,Seguí,,,SI,--,,SI,SI,SI,SI,SI,,"-31,9588750821276","-60,1269829104478"
,Paraná,Sosa,495,,--,--,--,,--,,--,--,30084240,,"-59,9115081436489"
ENTRE RIOS,,,1322,--,,,SI,--,,SI,SI,,30084250,"-31,8047077554997","-59,9379151601641"
ENTRE RIOS,Paraná,,189,--,--,,--,--,--,SI,,--,30084260,"-31,8735456198918",
,Paraná,Viale,9383,,SI,--,SI,,SI,SI,SI,SI,,"-31,8714330822777","-60,0099225269048"
ENTRE RIOS,Paraná,Villa Fontana,,--,--,--,,--,--,,--,SI,,,"-60,468352081106"
,Paraná,Villa Gobernador Luis F. Etchevehere,,,--,--,,,--,SI,,,30084290,"-31,93428563973",
,Paraná,Villa Urquiza,661,,--,--,--,,--,SI,SI,,30084300,"-31,6507506100701","-60,3775855159669"
ENTRE RIOS,,,2994,SI,,,--,SI,,,--,SI,,,"-58,4047735134447"
ENTRE RIOS,,San Salvador,12733,SI,,--,SI,--,,SI,SI,SI,,"-31,6255225523021","-58,5040738167896"
,Tala,Altamirano Sur,62,,--,--,--,,--,SI,,,30091010,"-32,0888342815838",
ENTRE RIOS,Tala,Durazno,,SI,--,--,,,SI,SI,,--,30091020,"-31,9865854200416",
,Rawson,Playa Unión,6775,,SI,SI,SI,,SI,,SI,SI,,,"-65,0475987350977"
,Rawson,Rawson,,,SI,SI,,,SI,SI,SI,SI,,"-43,3010516778945","-65,0955202340428"
CHUBUT,,Trelew,97915,SI,,SI,SI,SI,,SI,,SI,26077040,"-43,2483538570309",
CHUBUT,,,126,--,,,--,SI,,SI,--,,26084010,"-44,7052521139583","-70,8460010136593"
CHUBUT,Río Senguer,,176,--,--,,--,SI,--,SI,--,--,,"-45,5614644681207","-71,5181726162484"
CHUBUT,,,1570,--,,SI,--,SI,,,--,SI,26084030,,"-70,8227552077123"
CHUBUT,Río Senguer,Doctor Ricardo Rojas,,--,--,--,,SI,--,SI,--,,26084040,"-45,5870084306305","-71,0290968422414"
,Río Senguer,Facundo,185,,--,--,--,,SI,SI,,,26084050,"-45,3192710383686",
CHUBUT,,,194,--,,,--,SI,,,--,--,26084060,,"-71,2641106643113"
CHUBUT,Río Senguer,,2791,--,--,,SI,SI,SI,SI,--,SI,,"-45,6964538171738","-70,2559804482547"
,Sarmiento,Buen Pasto,,,--,--,,,--,SI,,--,26091010,"-45,0804225633305",
,Tala,Estación Arroyo Clé,119,,--,--,--,,--,--,--,,30091030,"-32,6338905298532","-59,4016108911944"
ENTRE RIOS,,,201,--,,,--,--,,,--,--,30091040,,"-59,2758886814116"
ENTRE RIOS,,Gobernador Mansilla,2046,--,,--,--,--,,,SI,SI,,,"-59,3561472624329"
ENTRE RIOS,,Gobernador Solá,491,--,,--,--,--,,--,,,30091060,"-32,3372059083888",
ENTRE RIOS,Tala,,101,--,--,,--,--,--,SI,,--,30091070,"-32,0826358698135",
,Tala,Las Guachas,,,--,--,--,,--,,--,--,,"-32,4700075443165","-59,1726625031425"
ENTRE RIOS,Tala,Maciá,,--,SI,--,,--,--,,SI,SI,30091090,,"-59,3986787086128"
ENTRE RIOS,Tala,,12801,SI,--,,SI,--,--,SI,,,30091100,"-32,3026339163322",
ENTRE RIOS,,,696,--,,,SI,--,,SI,--,,30098090,"-32,2570116072534","-58,422728628517"
ENTRE RIOS,Uruguay,,9485,SI,--,,SI,--,SI,,--,SI,30098010,,"-58,8785609437917"
ENTRE RIOS,,,1948,SI,,,SI,--,,,SI,SI,,,"-58,4780718727049"
ENTRE RIOS,Uruguay,Colonia Elía,,--,--,--,,--,SI,SI,,SI,30098030,"-32,6723717845853",
,Uruguay,Concepción del Uruguay,,,SI,SI,,,SI,SI,SI,,30098040,"-32,4853601673728","-58,2320517380782"
,Uruguay,Estancia San Pedro,0,,--,--,--,,SI,,--,--,,"-32,2669","-58,6294"
,Uruguay,Herrera,,SI,--,--,,--,SI,,--,SI,30098060,,"-58,6330137118779"
CHUBUT,,Sarmiento,10858,SI,,--,SI,SI,,SI,,,26091020,"-45,590519720018",
CHUBUT,Tehuelches,,44,--,--,,--,--,,SI,,--,26098010,"-44,1988556500986",
,Tehuelches,Gobernador Costa,,,--,SI,,,--,,--,SI,26098020,,"-70,597920256446"
,Tehuelches,José de San Martín,1612,,--,--,--,,--,SI,--,SI,,"-44,0545030861499","-70,4698423450266"
CHUBUT,,,1055,--,,,--,SI,,SI,,--,26098040,"-44,1829932413496",
CHUBUT,Telsen,,661,--,--,,--,SI,SI,SI,--,,26105010,"-42,5232330288476","-68,2828542288869"
,Telsen,Telsen,,,SI,--,,,SI,,SI,SI,,,"-66,941427996482"
CORDOBA,Calamuchita,Amboy,,--,--,--,,--,SI,SI,--,--,,"-32,1759165218621","-64,5765483175138"
CORDOBA,Calamuchita,Arroyo San Antonio,,--,--,--,,--,--,--,SI,,14007020,"-32,26205146004","-64,5937253212731"
,Calamuchita,Cañada del Sauce,61,,--,--,--,,--,SI,,,14007030,"-32,3679991604313",
CORDOBA,,,68,--,,,--,--,SI,--,SI,SI,,"-31,942027416529","-64,6165406145348"
CORDOBA,,El Corcovado - El Torreón,417,SI,,--,--,--,,,--,--,14007050,,"-64,5015914694579"
,Calamuchita,El Durazno,100,,--,--,--,,--,--,,--,14007055,"-32,1695656120552",
,Calamuchita,Embalse,,,--,--,,,SI,--,,,14007060,"-32,2065076875762",
CORDOBA,Calamuchita,La Cruz,,SI,--,--,,--,SI,,SI,SI,14007070,,"-64,4831089740345"
,Uruguay,Las Moscas,383,,--,--,SI,,SI,SI,--,SI,,"-32,0926666859344","-58,9575923552082"
ENTRE RIOS,Uruguay,,230,--,--,,--,--,SI,SI,,,30098080,"-32,2629479332194",
ENTRE RIOS,,,976,--,,--,SI,SI,,SI,SI,,30098100,"-32,3456507831337","-58,4438591145895"
ENTRE RIOS,,Rocamora,281,--,,--,--,--,,SI,--,--,,"-32,3459729612346","-58,9697454142681"
ENTRE RIOS,,,1187,--,,,SI,--,,,--,SI,,,"-58,7864822456477"
,Uruguay,Villa Mantero,1427,,--,--,SI,,SI,SI,SI,,30098130,"-32,3987091260597","-58,7440638984338"
,Uruguay,Villa San Justo,,,--,--,,,SI,SI,,SI,30098140,"-32,446319897702",
ENTRE RIOS,Uruguay,,639,--,,,--,--,SI,,SI,SI,30098150,,"-58,9301272035017"
ENTRE RIOS,,Antelo,211,--,,--,--,--,,,--,--,,,"-60,0356966118049"
,Victoria,Charigüé,,,--,--,--,,--,--,,--,30105040,"-32,9331069681438",
ENTRE RIOS,Victoria,Laguna del Pescado,,--,--,--,,--,--,--,,,30105040,"-32,6900337710703",
ENTRE RIOS,,Molino Doll,139,--,,--,--,--,,,--,SI,30105040,,"-60,4202063551195"
ENTRE RIOS,Victoria,,0,--,--,,--,--,SI,,--,SI,,"-32,7840822565326","-59,9066011827697"
ENTRE RIOS,,,30623,SI,,,SI,--,,SI,SI,,30105060,"-32,6205968368011","-60,1533126380173"
ENTRE RIOS,,Estación Raíces,138,SI,,--,--,--,,SI,,SI,30113010,"-31,908248192653",
,Villaguay,Ingeniero Miguel Sajaroff,,,--,--,,,SI,,--,--,,,"-58,8491174614017"
,Ambato,Los Varela,443,,--,--,--,,--,,--,SI,10007110,,"-65,8822302327591"
CATAMARCA,,Singuil,295,--,,--,--,--,,--,,SI,10007120,"-27,8142168571341",
CATAMARCA,Ancasti,,361,--,--,,--,SI,,--,--,,10014010,"-28,809829766706","-65,5021019996524"
CATAMARCA,,Anquincila,202,--,,--,--,--,,,--,--,,,"-65,5495102803337"
CATAMARCA,Ancasti,,77,--,--,,--,--,--,,--,--,10014030,,"-65,4106917370235"
,Ancasti,La Majada,154,,--,--,,,--,--,--,,10014040,"-29,0295107636719","-65,5499567687055"
CATAMARCA,Andalgalá,Aconquija,,--,--,--,,SI,--,--,,SI,10021010,"-27,4743798884533",
,Andalgalá,Alto De Las Juntas,,,--,--,,,--,,--,--,10021010,,"-66,0199688270559"
,Andalgalá,Amanao,29,,--,--,--,,--,,SI,--,,,"-66,5156761677031"
CATAMARCA,,,12600,SI,,,SI,SI,,SI,,SI,10021020,"-27,5732225954972",
CATAMARCA,,Buena Vista,0,--,,--,--,--,,--,,,10021010,"-27,3391922396844",
,Andalgalá,Chaquiago,1096,,--,--,SI,,SI,--,--,--,,"-27,5368955481985","-66,3350568927423"
,Andalgalá,Choya,,--,--,--,,--,--,,--,--,10021040,,"-66,4034742805443"
CATAMARCA,Andalgalá,,734,--,--,,--,--,SI,--,--,,10021050,"-27,333537875981","-66,022985174122"
CATAMARCA,,El Lindero,741,--,,,--,--,,SI,,--,10021060,"-27,4743798884533",
CATAMARCA,Andalgalá,El Potrero,,--,--,--,,--,--,--,--,--,,"-27,5162322380357","-66,3434280762552"
,Andalgalá,La Aguada,378,,--,--,SI,,SI,,--,--,,,"-66,3117750484602"
,Andalgalá,La Mesada,0,,--,--,SI,,--,--,,,10021010,"-27,4511959792163",
,Antofagasta de la Sierra,Antofagasta de la Sierra,,,--,--,,,--,SI,--,,10028010,"-26,0632957365737","-67,4116706391736"
CATAMARCA,,Antofalla,45,--,,--,--,--,,,--,--,10028020,,"-67,6220474243164"
CATAMARCA,,,263,--,,,--,--,,--,--,--,,"-26,4377795455164","-67,2590953594946"
CATAMARCA,Antofagasta de la Sierra,Los Nacimientos,,--,--,--,,--,--,--,,,10028040,"-25,7592665755338",
,Belén,Barranca Larga,330,,--,--,--,,--,--,,--,10035010,"-26,9366725902001",
,Belén,Belén,,,--,--,,,SI,SI,SI,SI,,"-27,6337582271366","-67,0181224346383"
CATAMARCA,Belén,Cóndor Huasi,,--,--,--,,--,--,,--,--,10035030,,"-67,1034365555174"
CATAMARCA,,,1204,--,,,--,--,,--,--,,10035040,"-27,1458266170631","-66,9418772140389"
CATAMARCA,Belén,,378,--,--,,--,SI,--,--,,,10035050,"-27,2352160693093",
CATAMARCA,Belén,,1463,--,,,--,--,--,,--,SI,,,"-66,6526535881206"
CATAMARCA,,Hualfín,987,--,,--,--,SI,,--,--,SI,,"-27,2251089488391","-66,8257494663378"
CATAMARCA,Belén,Jacipunco,,--,--,--,,,--,--,,--,10035080,"-27,2232502935304",
,Belén,La Puntilla,236,,--,--,--,,--,--,--,,10035090,"-27,6687999477098","-66,9831854181017"
CATAMARCA,,Las Juntas,258,--,,--,--,--,,,--,--,,,"-67,1230327103174"
CATAMARCA,,,2456,--,,,--,SI,,,--,SI,10035110,,"-67,1521288574758"
CATAMARCA,Belén,Los Nacimientos,,--,--,--,,--,--,--,,,10035120,"-27,1276313861506",
,Belén,Puerta de Corral Quemado,,,--,--,,,--,--,,--,10035130,"-27,2142919344438",
